retry_run_id,case_id,engine,method_id,route_id,candidate_sha256,live_call_attempted,retry_status,schema_valid,error_type,safe_annotation_row_written,notes
pocr_annotation_track_a120_final_retry_v0,PERF_0006,mysql,direct_llm_original,direct_llm_original_pg40_pocr_diagnostic,4da582fe46ca527d0e901d772dd2c97133950b2750c62ded95dfb33a2c71073b,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0007,mysql,direct_llm_original,direct_llm_original_pg40_pocr_diagnostic,6023f2992fa4b1bfe9057f8cd74f6d17dc7ed0f2762302ab988990aa63eac37a,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0008,mysql,direct_llm_original,direct_llm_original_pg40_pocr_diagnostic,041454af05eee5f617574a77494403a7da9a4e743a8ce0474dc7e13b0c2986f9,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0033,mysql,direct_llm_original,direct_llm_original_pg40_pocr_diagnostic,64f6b8d64282f2c6bd3ec1af354ad815835892b7f677b4644d74a6fbdd2cb34e,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0013,mysql,direct_llm_original,direct_llm_original_pg40_pocr_diagnostic,ea4a0f0bb59066e3fef21ad0d521bd0b61d7829f393db6a992a6afbd1b5e796f,true,timeout,false,TimeoutError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0006,postgres,direct_llm_original,direct_llm_original_pg40_pocr_diagnostic,f3707ac2438756792cca9bd5badd445f24001ec2b173525135fbda00d7cccab8,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0005,postgres,direct_llm_original,direct_llm_original_pg40_pocr_diagnostic,b2f6f3a2ef37b2508ba463cf6ab8539053276ba122548a54b83526386fc681f3,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0006,spark,direct_llm_original,direct_llm_original_pg40_pocr_diagnostic,b7b3ab07efd60755f8d6dac2d299a2e38f1eee1cfbdfc88d85acd7be07a0dbd2,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0033,spark,direct_llm_original,direct_llm_original_pg40_pocr_diagnostic,74ea710ebaf45481ab9f67eadc8faeee3b4066b7ab332815c7c27dedbbea8ef4,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,CONS_0011,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,562463408416e4f1188b8b571cb7e1b28150f5796a339531c05a0f3991e55146,true,schema_invalid,false,annotation_route_id_mismatch,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,CONS_0012,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,6ac76280e1bf9058e6ff9ea83000c2d2f6e9d77c79a1baea28faddc66c257550,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,CONS_0024,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,41e81ab7e4f0b9a7ec0bc7a1939ff1fc5fd2402bedeca48e8e0218e6dada66c8,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,CONS_0036,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,b29e56e488c8a7384628c81890354dff7065933007cbd4b83d089052f0b26045,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,CONS_0037,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,32c78a961d1b2a8f0fb8b5be1debe9eac0aaf4e102bc3c203d25377410d62826,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,LONGTAIL_0012,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,5449c9a5ae1857dbae2c92c3b38048b8ff4f87645e8b4eabe4d4997c38fb082f,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,LONGTAIL_0013,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,46f5f908f60f174e983e2ed39d941fdfc50e47b367613314d6dcb3df1ac57ff4,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,LONGTAIL_0023,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,27fccb9c86c5ab2d43aac7280ba1b62a7ca4fe6f770b6bd1e3cf4718909e0955,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,LONGTAIL_0024,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,df041068cf8ee8b0649751f95fffe018fb8aca7d70f32870c220d68ff4380ff9,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0007,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,6023f2992fa4b1bfe9057f8cd74f6d17dc7ed0f2762302ab988990aa63eac37a,true,timeout,false,TimeoutError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0008,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,041454af05eee5f617574a77494403a7da9a4e743a8ce0474dc7e13b0c2986f9,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0024,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,f0c34b3c30297fdbdc28776f37e8e7c888afcf8cfc4dc4830a7eae98613b2846,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0033,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,64f6b8d64282f2c6bd3ec1af354ad815835892b7f677b4644d74a6fbdd2cb34e,true,malformed_json,false,JSONDecodeError,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PERF_0082,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,d2aee3bc88fed9433d1dbcd70d3b1a12be3b7e42ae4ecc02a1eceda1fdb205d7,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0004,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,22e458097671efccb0312c7375559a8379f16d12be283731b77782758343b935,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
pocr_annotation_track_a120_final_retry_v0,PORT_0005,mysql,direct_llm_repair_1,direct_llm_repair_1_tri_engine_pocr_pilot_v0,0dd05d4b6668c0e113f50087b99a424f93f9ff697eaff5d407b1b2db28ea5c1c,true,schema_valid,true,,true,safe metadata only; api_key_value_recorded=false
